case_id,project_type,state,district,land_area_acres,affected_families,affected_parcels,project_complexity,historical_performance_score,compensation_completion_pct,approval_completion_pct,documentation_completion_pct,possession_pct,rehabilitation_progress_pct,stakeholder_response_rate,legal_disputes_count,disputed_parcels_count,pending_approvals_count,incomplete_documents_count,unresolved_grievances_count,administrative_bottlenecks_score,field_verification_delay_days,planned_duration_months,elapsed_duration_months,avg_approval_time_days,avg_verification_time_days,avg_stakeholder_response_days,route_affected_parcel_count,route_land_area_acres,route_affected_households,route_complexity_score,route_legal_dispute_exposure,estimated_acquisition_cost_cr,delayed,actual_delay_months,actual_delay_days
CASE-005950,Ring Road / Bypass,Kerala,Thiruvananthapuram,310.6,702,585,4,70.1,45.0,61.1,67.3,39.3,47.8,83.9,8,14,4,153,3,42.2,36.6,30.0,24.8,53.7,22.8,26.1,585,310.6,702,4.1,2.4,3607.5,0,0.0,0
CASE-005951,Expressway / Highway,Tamil Nadu,Coimbatore,203.7,173,128,2,53.9,46.9,82.2,53.7,46.9,31.0,61.2,18,19,4,47,6,55.6,97.7,36.0,28.5,49.1,47.7,29.6,128,203.7,173,2.0,14.8,1027.6,1,3.6,108
CASE-005952,Port Connectivity,Tamil Nadu,Chennai,203.9,391,424,3,57.6,72.4,80.1,73.9,65.6,62.0,74.1,10,16,4,89,5,40.5,49.7,18.0,5.6,49.4,37.5,30.2,424,203.9,391,2.6,3.8,2725.0,0,0.0,0
CASE-005953,Expressway / Highway,Kerala,Thrissur,143.5,187,209,1,83.1,38.8,55.8,47.7,46.8,39.0,58.1,22,30,7,87,6,48.8,70.4,36.0,11.1,63.2,40.5,26.6,209,143.5,187,1.0,14.4,883.1,1,6.3,189
CASE-005954,Freight Corridor,Telangana,Medchal,386.8,713,704,3,64.9,33.0,72.5,36.6,30.4,33.2,61.1,20,21,3,300,8,69.1,67.6,36.0,21.1,82.9,39.6,27.5,704,386.8,713,2.8,3.0,2727.5,1,4.6,138
CASE-005955,Ring Road / Bypass,Tamil Nadu,Madurai,478.0,783,527,5,39.2,29.4,41.6,15.5,28.9,30.9,47.3,24,29,9,300,7,98.0,98.6,36.0,26.9,74.7,55.8,44.4,527,478.0,783,4.9,5.5,6078.5,1,10.6,318
CASE-005956,Ring Road / Bypass,Telangana,Medchal,294.3,582,575,3,81.2,73.6,77.4,73.2,73.7,72.1,71.0,13,18,1,123,6,30.4,75.4,18.0,10.9,37.3,18.1,12.4,575,294.3,582,3.2,3.1,3161.6,0,0.0,0
CASE-005957,Expressway / Highway,Karnataka,Dakshina Kannada,199.0,570,340,1,52.5,64.0,79.4,72.3,57.1,56.5,79.2,8,10,4,75,2,33.8,42.1,42.0,35.0,46.9,21.1,5.3,340,199.0,570,1.3,2.9,1749.3,0,0.0,0
CASE-005958,Elevated Expressway,Karnataka,Tumakuru,507.9,583,343,5,56.3,46.7,82.8,44.3,36.2,34.5,52.7,18,28,3,153,8,71.7,76.3,36.0,12.6,64.0,44.8,41.4,343,507.9,583,5.0,8.2,6308.1,1,9.6,288
CASE-005959,Freight Corridor,Kerala,Thiruvananthapuram,391.1,277,260,2,79.6,65.3,78.0,82.3,63.1,67.3,97.6,8,9,3,37,0,36.6,20.4,30.0,6.3,35.0,24.4,18.6,260,391.1,277,1.6,3.5,3086.0,0,0.0,0
CASE-005960,High-Speed Rail Feeder,Kerala,Ernakulam,254.9,272,300,4,54.9,52.5,67.1,57.4,44.0,45.9,59.7,18,29,5,102,4,79.2,64.9,36.0,24.0,69.2,33.9,32.0,300,254.9,272,3.9,9.7,2191.0,0,0.0,0
CASE-005961,Port Connectivity,Karnataka,Dakshina Kannada,171.7,142,117,4,67.3,74.0,61.2,75.6,78.3,67.2,81.6,8,8,6,23,1,33.1,40.3,30.0,13.9,47.3,31.7,10.3,117,171.7,142,4.3,6.8,819.8,0,0.0,0
CASE-005962,High-Speed Rail Feeder,Gujarat,Surat,154.4,164,103,3,93.1,58.0,61.7,54.3,55.7,65.7,79.5,12,16,4,38,2,36.1,44.0,30.0,9.2,52.3,41.3,21.9,103,154.4,164,3.4,15.5,1826.8,0,0.0,0
CASE-005963,Freight Corridor,Karnataka,Bengaluru Rural,261.3,286,315,3,52.3,60.8,87.7,72.0,71.5,80.0,78.9,11,15,1,71,3,25.9,96.6,24.0,6.9,41.4,21.9,15.3,315,261.3,286,2.8,4.8,1657.2,0,0.0,0
CASE-005964,Expressway / Highway,Kerala,Palakkad,242.8,211,235,2,66.8,66.6,95.5,91.5,70.3,77.5,89.5,1,2,0,16,1,25.8,15.4,30.0,5.8,30.9,5.0,19.2,235,242.8,211,1.6,0.9,1541.4,0,0.0,0
CASE-005965,Port Connectivity,Maharashtra,Nashik,200.3,243,233,3,82.5,41.1,63.1,63.8,44.2,54.2,63.1,8,8,5,67,2,45.4,38.9,18.0,13.0,67.4,31.6,28.6,233,200.3,243,2.8,3.4,1044.5,0,0.0,0
CASE-005966,Port Connectivity,Andhra Pradesh,Vijayawada,160.8,299,200,2,71.1,97.8,87.6,100.0,86.7,91.2,100.0,1,1,1,0,1,5.0,31.2,18.0,9.5,37.3,30.8,11.0,200,160.8,299,2.3,0.5,1723.1,0,0.0,0
CASE-005967,Elevated Expressway,Andhra Pradesh,Chittoor,286.8,248,211,3,72.2,64.7,90.4,51.8,51.6,35.5,64.4,12,18,2,81,2,57.9,86.8,24.0,6.5,57.2,29.6,16.1,211,286.8,248,2.9,8.5,2125.6,1,1.9,57
CASE-005968,Freight Corridor,Tamil Nadu,Chennai,355.0,856,557,3,76.5,54.9,70.9,63.8,43.2,45.9,68.6,11,16,4,161,2,26.5,37.7,24.0,15.4,50.3,31.4,21.9,557,355.0,856,2.6,2.9,2584.1,0,0.0,0
CASE-005969,Ring Road / Bypass,Gujarat,Ahmedabad,174.5,243,202,3,44.4,72.5,83.8,73.6,59.2,70.5,81.4,15,20,1,43,4,42.6,25.9,18.0,6.4,74.7,20.6,21.2,202,174.5,243,3.2,9.9,1360.4,0,0.0,0
CASE-005970,Elevated Expressway,Kerala,Thiruvananthapuram,243.3,389,442,5,68.8,54.7,39.0,50.5,52.5,38.5,66.1,13,21,8,175,5,54.4,61.0,42.0,11.1,74.9,43.8,36.5,442,243.3,389,5.0,4.8,2464.1,0,0.0,0
CASE-005971,Elevated Expressway,Kerala,Thrissur,244.3,960,534,3,49.3,66.6,74.8,67.4,71.2,74.2,68.7,10,12,3,139,1,48.9,41.4,30.0,20.4,73.7,32.0,20.1,534,244.3,960,3.1,2.2,3453.1,0,0.0,0
CASE-005972,Expressway / Highway,Tamil Nadu,Coimbatore,197.2,354,239,3,48.4,10.3,23.3,23.0,11.5,6.6,47.7,23,25,11,147,8,73.7,86.0,24.0,9.5,91.5,49.1,28.3,239,197.2,354,3.3,10.5,2631.6,1,10.2,306
CASE-005973,Ring Road / Bypass,Kerala,Kozhikode,247.4,633,442,4,64.0,30.4,61.6,16.6,24.2,10.1,42.0,17,25,7,295,11,87.1,107.9,36.0,8.1,90.9,47.1,32.4,442,247.4,633,4.3,5.7,1272.8,1,9.7,291
CASE-005974,Ring Road / Bypass,Andhra Pradesh,Visakhapatnam,319.9,444,343,1,58.2,37.7,62.1,36.1,47.7,49.9,68.9,16,23,5,175,8,50.6,44.0,30.0,13.7,51.8,29.2,24.6,343,319.9,444,1.0,6.7,2431.0,1,2.0,60
CASE-005975,Expressway / Highway,Karnataka,Bengaluru Rural,201.5,337,382,4,62.8,49.3,90.1,52.1,57.2,46.5,66.8,12,17,1,146,6,61.4,43.5,36.0,27.1,61.4,26.8,15.7,382,201.5,337,4.2,4.5,1705.2,0,0.0,0
CASE-005976,High-Speed Rail Feeder,Gujarat,Ahmedabad,586.2,1771,992,2,67.0,26.9,15.4,28.3,16.5,9.8,44.3,12,17,11,300,6,92.8,72.9,24.0,9.5,89.7,33.5,30.9,992,586.2,1771,2.3,1.7,2934.7,1,4.1,123
CASE-005977,Freight Corridor,Tamil Nadu,Madurai,448.6,567,448,3,52.4,38.2,68.9,32.3,24.9,24.9,39.4,21,28,5,243,7,79.7,98.9,42.0,22.3,80.9,39.4,43.5,448,448.6,567,2.5,6.2,6088.8,1,6.3,189
CASE-005978,Ring Road / Bypass,Tamil Nadu,Madurai,459.2,517,614,5,43.6,51.7,94.1,79.6,51.5,58.3,62.8,9,10,2,100,3,51.7,35.6,24.0,15.2,38.9,33.7,16.5,614,459.2,517,5.0,1.6,4274.8,0,0.0,0
CASE-005979,Elevated Expressway,Maharashtra,Nashik,247.3,534,467,5,49.4,50.9,53.6,72.8,56.3,60.6,67.5,15,22,5,102,5,41.3,76.4,30.0,20.3,61.6,34.0,22.5,467,247.3,534,5.0,4.7,2555.7,1,2.7,81
CASE-005980,Expressway / Highway,Maharashtra,Nagpur,121.9,177,212,2,69.5,47.1,64.3,40.6,44.6,55.2,55.5,16,16,4,101,8,65.7,64.4,24.0,13.8,49.6,28.9,30.7,212,121.9,177,2.1,7.5,778.6,1,2.3,69
CASE-005981,Elevated Expressway,Telangana,Sangareddy,258.2,220,168,2,93.2,68.9,73.2,91.1,77.6,91.1,70.4,1,2,2,12,0,5.0,8.5,24.0,8.6,26.7,13.9,11.3,168,258.2,220,1.5,1.2,2005.1,0,0.0,0
CASE-005982,Port Connectivity,Tamil Nadu,Tiruchirappalli,310.2,291,187,5,38.4,32.7,38.9,18.9,31.5,26.9,53.6,15,25,9,121,2,65.4,65.6,42.0,35.6,68.4,38.5,32.6,187,310.2,291,4.6,13.4,3607.8,1,9.8,294
CASE-005983,Elevated Expressway,Gujarat,Bharuch,188.0,597,340,4,44.7,18.1,73.2,8.3,15.2,26.6,48.8,23,28,4,249,8,76.7,90.3,24.0,11.2,90.2,53.1,32.9,340,188.0,597,3.9,8.2,951.8,1,9.0,270
CASE-005984,Freight Corridor,Tamil Nadu,Chennai,160.6,350,213,3,72.0,77.5,87.6,66.9,68.1,76.2,83.8,10,13,0,56,4,28.1,75.0,36.0,27.7,32.4,27.0,24.1,213,160.6,350,2.7,6.1,1003.5,0,0.0,0
CASE-005985,Expressway / Highway,Tamil Nadu,Salem,176.1,268,250,1,56.2,87.1,92.2,78.1,72.0,80.8,86.0,10,15,0,44,3,61.8,54.1,36.0,26.1,45.7,29.2,10.4,250,176.1,268,1.0,6.0,902.6,0,0.0,0
CASE-005986,Ring Road / Bypass,Tamil Nadu,Coimbatore,354.9,873,761,4,57.5,15.2,42.2,0.0,10.3,16.0,22.3,31,49,8,300,10,80.2,85.7,30.0,16.5,97.1,67.9,43.9,761,354.9,873,3.8,6.4,3225.4,1,12.7,381
CASE-005987,Freight Corridor,Maharashtra,Thane,330.6,354,268,2,70.8,68.9,85.6,78.3,58.3,58.0,86.5,8,13,2,47,4,50.2,42.8,30.0,6.5,40.2,24.1,10.3,268,330.6,354,1.5,4.9,2096.4,0,0.0,0
CASE-005988,Freight Corridor,Gujarat,Ahmedabad,291.7,282,190,5,66.7,60.8,54.0,58.7,55.2,52.0,75.5,15,16,6,63,2,45.4,57.5,30.0,16.7,71.3,34.1,19.1,190,291.7,282,4.6,8.4,2716.4,0,0.0,0
CASE-005989,Freight Corridor,Telangana,Warangal,283.1,392,255,3,56.8,58.2,73.8,75.6,68.9,61.1,72.2,8,11,4,50,2,38.2,36.3,30.0,23.5,40.7,43.1,21.5,255,283.1,392,2.9,4.3,3267.4,0,0.0,0
CASE-005990,Freight Corridor,Kerala,Thiruvananthapuram,277.5,797,483,3,47.6,12.7,21.7,9.7,17.3,15.1,51.4,18,19,13,300,12,66.7,88.4,36.0,29.1,58.1,36.7,46.1,483,277.5,797,3.2,3.9,2106.3,1,14.5,435
CASE-005991,Ring Road / Bypass,Tamil Nadu,Coimbatore,220.5,202,197,2,73.5,53.2,59.1,66.9,48.2,53.3,69.3,14,19,6,52,4,40.6,38.6,36.0,15.4,43.3,23.3,16.5,197,220.5,202,2.0,9.6,1816.2,0,0.0,0
CASE-005992,Port Connectivity,Maharashtra,Nashik,279.8,369,405,3,73.2,40.5,82.0,31.5,28.2,20.1,54.8,12,20,2,222,5,58.7,57.3,24.0,10.0,63.4,51.0,33.5,405,279.8,369,3.5,4.9,1534.2,0,0.0,0
CASE-005993,Port Connectivity,Maharashtra,Thane,228.6,440,450,4,59.2,42.2,76.9,13.0,25.3,26.9,63.3,20,32,3,300,9,76.8,72.2,30.0,19.2,69.4,41.4,35.1,450,228.6,440,3.5,7.1,2629.6,1,7.9,237
CASE-005994,Ring Road / Bypass,Maharashtra,Nashik,289.4,982,563,3,46.9,32.1,60.8,35.0,25.7,14.8,40.1,17,29,4,293,8,78.9,76.8,24.0,6.3,85.4,39.6,40.7,563,289.4,982,3.2,5.2,2674.7,1,6.2,186
CASE-005995,Port Connectivity,Tamil Nadu,Krishnagiri,332.9,291,312,4,75.8,18.9,59.1,21.3,26.7,28.0,49.5,21,30,7,196,17,80.5,85.7,42.0,30.1,84.9,46.2,38.4,312,332.9,291,4.1,9.6,3238.8,1,10.0,300
CASE-005996,Expressway / Highway,Telangana,Rangareddy,255.2,581,519,4,68.8,56.7,58.0,61.2,53.7,51.1,67.3,8,13,6,161,5,48.8,48.4,18.0,11.4,42.7,28.5,17.1,519,255.2,581,4.2,2.5,1963.1,1,2.0,60
CASE-005997,Elevated Expressway,Maharashtra,Pune,197.5,431,433,1,65.0,100.0,72.0,89.1,96.1,90.5,94.0,4,5,1,38,3,22.3,14.1,36.0,17.3,37.7,5.8,6.5,433,197.5,431,1.0,1.2,1684.2,0,0.0,0
CASE-005998,Freight Corridor,Kerala,Ernakulam,263.4,518,569,3,62.1,50.6,53.7,37.2,38.6,43.4,61.7,12,12,6,286,7,65.3,53.1,24.0,8.4,61.9,38.3,22.4,569,263.4,518,2.9,2.1,1650.0,0,0.0,0
CASE-005999,Ring Road / Bypass,Maharashtra,Thane,193.2,519,391,3,83.4,87.5,70.4,60.8,80.5,77.3,81.8,6,7,4,123,6,38.6,28.3,24.0,15.6,54.8,19.3,17.5,391,193.2,519,3.4,1.8,1012.1,0,0.0,0
CASE-006000,Freight Corridor,Tamil Nadu,Madurai,261.2,216,183,3,75.1,50.6,68.3,66.5,43.6,29.4,72.9,8,12,5,49,3,64.8,115.1,30.0,22.0,61.2,39.7,23.5,183,261.2,216,2.7,6.6,2760.3,0,0.0,0
CASE-006001,Freight Corridor,Telangana,Medchal,275.0,673,441,2,77.6,59.7,86.9,84.6,54.8,65.5,91.6,14,18,1,54,4,30.9,25.8,36.0,18.6,47.5,28.8,17.6,441,275.0,673,1.8,4.1,1482.0,0,0.0,0
CASE-006002,Expressway / Highway,Tamil Nadu,Madurai,113.3,176,148,1,90.7,95.0,100.0,100.0,83.7,88.7,96.8,3,3,0,0,0,10.3,33.9,36.0,29.9,42.4,21.1,5.5,148,113.3,176,1.0,2.0,1113.6,0,0.0,0
CASE-006003,Expressway / Highway,Andhra Pradesh,Visakhapatnam,236.9,336,248,3,73.5,47.5,63.8,53.2,46.0,40.3,75.3,15,24,7,93,7,46.6,68.6,24.0,4.1,55.4,37.7,10.6,248,236.9,336,2.6,9.7,1230.3,1,4.0,120
CASE-006004,Expressway / Highway,Telangana,Hyderabad,208.0,373,230,2,48.0,52.3,81.5,42.2,49.2,48.5,62.5,17,19,3,106,4,41.9,47.4,36.0,8.7,59.1,19.5,13.8,230,208.0,373,1.9,8.3,2461.6,0,0.0,0
CASE-006005,Freight Corridor,Tamil Nadu,Chennai,244.1,684,515,5,39.4,30.8,40.6,32.7,22.9,16.8,57.6,16,16,9,277,5,73.7,85.5,30.0,15.0,90.5,47.4,36.6,515,244.1,684,5.0,3.1,1334.5,1,8.0,240
CASE-006006,Expressway / Highway,Gujarat,Surat,264.5,695,562,3,57.6,60.2,93.0,52.6,60.4,54.9,66.4,11,12,2,213,10,34.8,93.4,24.0,11.9,54.1,42.3,18.2,562,264.5,695,3.4,2.1,3685.5,0,0.0,0
CASE-006007,Expressway / Highway,Maharashtra,Nashik,231.4,164,176,3,59.8,85.1,71.5,62.9,70.4,70.2,81.1,9,11,5,52,5,43.1,68.0,18.0,7.0,47.1,38.3,17.9,176,231.4,164,3.2,6.2,2068.9,0,0.0,0
CASE-006008,Expressway / Highway,Tamil Nadu,Tiruchirappalli,304.7,383,282,4,54.0,29.5,53.3,31.9,13.9,22.2,44.9,14,25,6,154,4,61.9,71.8,30.0,20.4,83.2,50.6,39.9,282,304.7,383,4.0,8.9,2202.8,1,3.8,114
CASE-006009,Expressway / Highway,Telangana,Sangareddy,210.3,391,435,4,61.8,16.5,80.6,0.5,3.9,1.2,31.7,35,58,5,300,6,93.8,101.3,24.0,11.0,81.5,51.8,41.0,435,210.3,391,4.1,13.3,1326.5,1,12.0,360
CASE-006010,Elevated Expressway,Karnataka,Belagavi,149.0,214,236,3,59.0,57.0,72.2,47.0,48.4,52.6,49.9,15,24,3,100,1,36.8,62.5,30.0,10.6,57.5,30.8,19.7,236,149.0,214,3.1,10.2,1400.9,0,0.0,0
CASE-006011,Ring Road / Bypass,Kerala,Ernakulam,149.9,324,259,1,56.7,52.3,70.6,57.2,62.0,77.3,63.0,12,18,6,89,5,26.9,58.7,30.0,5.4,39.8,34.0,20.2,259,149.9,324,1.0,6.9,1565.7,0,0.0,0
CASE-006012,High-Speed Rail Feeder,Kerala,Ernakulam,161.5,247,187,4,37.4,30.9,65.7,42.7,30.3,35.1,52.6,27,42,5,86,10,67.7,82.2,24.0,15.4,94.5,40.5,39.8,187,161.5,247,4.0,22.5,840.0,1,8.6,258
CASE-006013,Ring Road / Bypass,Gujarat,Surat,117.5,179,116,1,65.2,93.9,72.9,80.4,90.8,100.0,80.1,7,11,4,18,1,21.8,11.3,30.0,24.7,18.6,17.9,5.4,116,117.5,179,1.3,9.5,1596.7,0,0.0,0
CASE-006014,Elevated Expressway,Maharashtra,Thane,341.6,563,448,4,81.0,15.4,25.2,16.7,1.9,5.1,24.3,24,43,11,299,11,97.2,120.8,24.0,7.8,86.4,51.3,39.0,448,341.6,563,4.3,9.6,2893.8,1,10.1,303
CASE-006015,Ring Road / Bypass,Maharashtra,Nashik,261.9,426,300,2,79.3,42.3,98.8,30.6,47.0,47.0,86.7,7,10,1,167,3,61.7,64.0,30.0,5.7,48.2,41.7,21.0,300,261.9,426,2.0,3.3,3203.9,0,0.0,0
CASE-006016,Freight Corridor,Kerala,Ernakulam,193.8,703,409,3,74.6,50.1,97.8,86.4,53.2,50.1,81.9,3,4,0,44,0,30.7,29.8,36.0,27.6,23.6,15.6,17.7,409,193.8,703,3.1,1.0,1636.6,0,0.0,0
CASE-006017,Ring Road / Bypass,Tamil Nadu,Madurai,373.2,560,322,4,65.2,85.9,60.3,58.6,72.8,77.6,98.4,5,5,4,107,8,58.5,63.7,18.0,7.8,52.5,25.1,14.5,322,373.2,560,3.7,1.6,3225.1,0,0.0,0
CASE-006018,Freight Corridor,Maharashtra,Aurangabad,314.8,732,688,1,62.0,64.1,84.3,75.8,65.2,69.3,82.5,14,17,2,133,3,61.1,38.4,30.0,7.2,31.8,33.1,28.7,688,314.8,732,1.0,2.5,1705.1,0,0.0,0
CASE-006019,Ring Road / Bypass,Maharashtra,Nagpur,201.9,520,414,3,69.7,27.9,61.6,32.4,27.3,12.9,65.0,18,26,6,224,5,63.7,89.8,24.0,16.6,59.5,43.9,34.2,414,201.9,520,3.0,6.3,1702.8,1,4.9,147
CASE-006020,Elevated Expressway,Tamil Nadu,Chennai,155.6,314,236,3,60.5,53.6,77.5,51.2,51.4,45.9,75.8,20,25,5,92,2,44.2,48.8,30.0,9.5,60.6,23.2,25.2,236,155.6,314,2.9,10.6,1140.3,1,2.0,60
CASE-006021,Port Connectivity,Karnataka,Bengaluru Rural,277.7,398,319,4,60.7,86.9,53.7,75.1,84.3,83.9,88.6,4,4,5,64,1,30.3,13.0,48.0,23.9,25.4,21.1,19.0,319,277.7,398,4.3,1.3,3378.7,0,0.0,0
CASE-006022,Freight Corridor,Andhra Pradesh,Chittoor,482.0,1494,847,4,66.5,7.6,17.3,8.0,0.1,1.7,38.3,24,39,12,300,9,98.0,90.4,30.0,14.2,93.5,48.6,35.9,847,482.0,1494,3.7,4.6,3376.7,1,13.8,414
CASE-006023,High-Speed Rail Feeder,Andhra Pradesh,Visakhapatnam,296.4,443,406,4,64.3,78.2,69.1,60.2,67.3,62.7,67.0,8,12,3,129,7,49.5,44.3,18.0,4.9,54.3,20.3,23.6,406,296.4,443,3.7,3.0,4114.1,0,0.0,0
CASE-006024,High-Speed Rail Feeder,Tamil Nadu,Krishnagiri,583.7,923,700,1,63.1,75.1,95.5,54.9,72.4,57.2,72.9,9,12,1,253,6,49.1,62.9,30.0,19.1,35.4,34.7,25.2,700,583.7,923,1.4,1.7,6809.0,0,0.0,0
CASE-006025,Freight Corridor,Tamil Nadu,Madurai,269.0,282,305,1,59.1,27.0,63.2,40.4,28.7,31.2,68.2,12,16,5,145,6,60.6,47.2,18.0,6.5,45.6,35.3,27.9,305,269.0,282,1.0,5.2,2716.9,0,0.0,0
CASE-006026,Elevated Expressway,Karnataka,Belagavi,208.9,217,152,4,76.5,93.2,63.3,90.1,82.3,82.9,95.0,9,13,5,12,0,25.2,10.3,24.0,12.8,20.2,18.2,8.8,152,208.9,217,3.7,8.6,1835.3,0,0.0,0
CASE-006027,Expressway / Highway,Andhra Pradesh,Guntur,239.1,350,310,3,57.3,26.2,20.5,25.0,23.2,21.2,59.0,16,23,15,186,5,63.0,71.6,24.0,8.7,81.3,44.4,28.0,310,239.1,350,3.2,7.4,2593.7,1,7.4,222
CASE-006028,Expressway / Highway,Tamil Nadu,Tiruchirappalli,272.9,437,272,3,87.8,35.1,69.5,22.8,21.8,16.9,72.6,24,41,5,168,9,54.3,87.6,36.0,19.7,70.5,32.7,29.7,272,272.9,437,3.0,15.1,3778.4,1,7.0,210
CASE-006029,Expressway / Highway,Telangana,Warangal,159.0,93,100,3,67.0,75.3,59.5,94.8,75.9,65.8,76.9,10,13,4,4,3,19.9,35.1,30.0,16.3,33.6,19.7,15.9,100,159.0,93,2.6,13.0,2219.3,0,0.0,0
CASE-006030,Port Connectivity,Tamil Nadu,Chennai,271.6,443,264,5,66.1,45.5,66.9,63.1,58.8,55.6,59.9,10,17,4,78,3,32.3,29.1,36.0,21.9,43.9,20.0,14.7,264,271.6,443,5.0,6.4,1368.2,0,0.0,0
CASE-006031,Expressway / Highway,Telangana,Warangal,353.5,424,345,1,63.0,78.1,86.2,100.0,84.8,82.2,79.4,4,6,2,0,1,37.6,14.8,24.0,6.8,37.9,10.8,12.7,345,353.5,424,1.0,1.7,3438.2,0,0.0,0
CASE-006032,Expressway / Highway,Karnataka,Dakshina Kannada,268.4,351,291,2,58.8,78.7,84.0,82.0,79.0,80.7,97.8,6,9,2,42,2,26.7,25.4,36.0,11.7,22.3,18.6,20.0,291,268.4,351,1.7,3.1,2504.6,0,0.0,0
CASE-006033,Expressway / Highway,Kerala,Palakkad,178.1,588,376,4,31.1,18.2,66.2,26.0,16.0,31.1,43.7,20,28,5,223,3,88.2,75.2,18.0,14.9,87.0,47.1,33.4,376,178.1,588,3.8,7.4,2326.2,1,7.9,237
CASE-006034,Freight Corridor,Tamil Nadu,Tiruchirappalli,282.3,635,576,1,84.3,40.8,82.3,29.9,30.2,20.2,43.7,14,22,3,300,5,67.0,67.4,18.0,8.4,59.9,21.3,27.7,576,282.3,635,1.0,3.8,3698.9,1,3.0,90
CASE-006035,Freight Corridor,Telangana,Hyderabad,241.8,260,157,3,57.5,55.4,70.7,51.9,58.0,49.4,75.6,13,20,3,60,0,24.3,70.6,42.0,30.6,46.2,25.8,27.1,157,241.8,260,3.4,12.7,2607.6,0,0.0,0
CASE-006036,Expressway / Highway,Tamil Nadu,Salem,331.4,350,325,4,60.6,51.4,58.8,62.9,46.6,49.3,63.9,10,16,5,96,8,25.4,36.3,24.0,10.8,30.6,22.2,18.7,325,331.4,350,4.0,4.9,3244.6,0,0.0,0
CASE-006037,Freight Corridor,Telangana,Hyderabad,278.8,559,365,2,62.3,81.8,62.5,80.3,86.5,77.4,73.4,11,12,4,58,5,27.0,23.3,36.0,28.5,52.8,23.3,16.7,365,278.8,559,1.7,3.3,1465.3,0,0.0,0
CASE-006038,Expressway / Highway,Andhra Pradesh,Visakhapatnam,246.7,221,258,2,72.0,80.1,70.6,73.1,72.0,79.2,72.3,8,13,3,56,3,35.8,35.1,42.0,12.8,50.1,21.4,16.1,258,246.7,221,2.5,5.0,3096.9,0,0.0,0
CASE-006039,Expressway / Highway,Tamil Nadu,Madurai,166.0,308,205,2,59.6,28.2,53.0,19.2,24.6,24.8,29.1,20,26,5,133,7,85.0,92.8,42.0,31.1,88.3,54.2,49.6,205,166.0,308,1.9,12.7,956.8,1,7.6,228
CASE-006040,Elevated Expressway,Andhra Pradesh,Chittoor,197.7,405,381,2,62.3,32.6,70.2,17.6,32.6,30.7,46.0,17,20,4,251,9,76.6,78.8,30.0,20.4,62.0,48.0,43.4,381,197.7,405,2.4,5.2,2371.0,1,4.3,129
CASE-006041,High-Speed Rail Feeder,Telangana,Rangareddy,251.9,582,381,3,74.6,69.3,85.5,82.1,62.5,50.8,86.6,3,3,2,55,0,28.3,21.1,18.0,11.8,40.1,29.2,22.3,381,251.9,582,2.9,0.8,2183.8,0,0.0,0
CASE-006042,Freight Corridor,Tamil Nadu,Madurai,164.1,340,209,2,71.8,94.7,67.0,85.3,98.9,98.7,100.0,1,2,5,25,2,17.5,28.2,24.0,14.5,18.4,8.4,16.1,209,164.1,340,1.6,1.0,1630.5,0,0.0,0
CASE-006043,Freight Corridor,Karnataka,Tumakuru,214.1,286,295,2,73.5,51.2,78.9,40.5,40.1,30.9,39.8,20,33,3,140,5,61.8,71.6,18.0,11.8,65.2,23.1,33.0,295,214.1,286,2.1,11.2,1330.7,0,0.0,0
CASE-006044,High-Speed Rail Feeder,Tamil Nadu,Coimbatore,216.6,218,225,3,53.1,80.3,84.7,80.7,78.9,84.2,75.0,5,6,2,35,1,8.3,11.6,24.0,4.1,42.3,25.9,26.5,225,216.6,218,3.4,2.7,1140.5,0,0.0,0
CASE-006045,Ring Road / Bypass,Telangana,Medchal,262.2,379,245,5,74.7,75.3,39.9,65.6,82.9,69.1,69.1,8,9,7,67,2,21.4,72.8,36.0,14.6,33.2,24.2,16.9,245,262.2,379,5.0,3.7,3407.7,0,0.0,0
CASE-006046,Port Connectivity,Kerala,Kozhikode,348.9,318,328,5,58.3,50.3,53.0,38.5,42.8,42.4,41.8,14,18,7,161,4,64.8,67.8,24.0,13.7,71.1,26.3,26.1,328,348.9,318,4.5,5.5,2086.8,1,4.0,120
CASE-006047,Freight Corridor,Tamil Nadu,Salem,461.6,711,867,4,38.8,22.5,52.2,26.8,12.0,17.4,42.0,23,27,6,300,9,79.1,78.7,18.0,5.1,76.4,48.3,35.2,867,461.6,711,3.8,3.1,3056.3,1,6.3,189
CASE-006048,Expressway / Highway,Maharashtra,Nagpur,228.8,179,208,3,70.8,22.9,35.8,42.0,38.8,36.5,62.6,18,28,8,97,6,51.8,77.9,18.0,13.6,88.9,56.5,35.4,208,228.8,179,3.1,13.5,1128.4,1,8.3,249
CASE-006049,Ring Road / Bypass,Kerala,Palakkad,181.6,309,374,2,52.9,65.1,82.8,65.8,68.5,69.3,75.3,11,20,1,102,3,41.3,61.1,42.0,19.4,40.9,17.9,24.3,374,181.6,309,1.5,5.3,1414.7,0,0.0,0
CASE-006050,Ring Road / Bypass,Gujarat,Vadodara,341.9,770,451,4,62.2,8.5,55.1,12.1,10.6,11.9,23.7,31,32,8,300,4,84.5,97.2,36.0,18.4,73.9,53.4,43.0,451,341.9,770,4.0,7.1,2781.3,1,14.0,420
